iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5
0,6.689554063241909,0.02667857762615417,0.20158300001639873,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,6.689554063241909,0.026678602382597266,0.34717904101125896,22.63657414047314,9.999999999999159e-07,1.2499977639160165,1.2499977639160016,1.2499977639159991,1.2499977639160036,1.2500022360859981,1.2500022360859941
2,6.689561199502212,0.026679121756219736,0.3060636249720119,22.6365430053772,2.097999999999987e-05,1.2499508516417819,1.2499508516486901,1.249950851647596,1.2499508516452762,1.2500491493205383,1.2500491493189108
3,6.689710918585032,0.026680135676115026,0.0037026670179329813,22.635830872686647,4.095999999999993e-05,1.2498592654899467,1.2498592657810252,1.249859265737502,1.2498592655989522,1.250140742316146,1.2501407422153497
4,6.690003227917586,0.026681644003384335,0.0034654170158319175,22.634447234268727,6.0939999999999996e-05,1.2497230097930077,1.2497230115906433,1.249723011322897,1.2497230104560577,1.250277020196713,1.2502770195558741
5,6.690438141857392,0.026683646536269368,0.003266874991822988,22.632394146908982,8.091999999999984e-05,1.2495420902321377,1.2495420967609945,1.249542095782782,1.2495420926229546,1.2504579911262366,1.2504579887772933
6,6.691015683178128,0.026686143006767752,0.0037931249826215208,22.629658431563602,0.0001008999999999999,1.2493165139242275,1.2493165318578234,1.249316529166983,1.2493165204881373,1.2506836660471576,1.2506836595858857
7,6.691735882099347,0.026689133082386893,0.003421582980081439,22.62625706547769,0.00012087999999999997,1.249046289085946,1.2490463303014834,1.2490463241052798,1.2490463041344235,1.2509540589576316,1.2509540440851667
8,6.69259877684797,0.026692616365820866,0.003456207981798798,22.622178695189003,0.00014085999999999992,1.2487314248015964,1.248731508591861,1.248731495973838,1.2487314553389492,1.2512691869102797,1.251269156649846
9,6.693604413578756,0.026696592400115553,0.003617374983150512,22.617432159618335,0.00016083999999999998,1.248371930339381,1.2483720860188674,1.2483720625413075,1.248371987033544,1.2516290705432704,1.251629014290473
10,6.694752847882659,0.026701060664190507,0.003218083002138883,22.612013742395536,0.00018081999999999983,1.2479678153932448,1.2479680851371,1.2479680443952779,1.2479679135613249,1.2520337338132188,1.2520336362883777
11,6.696044143623606,0.02670602057516542,0.003543958009686321,22.6059304130753,0.0002007999999999999,1.2475190896235613,1.2475195317325716,1.2475194648433032,1.2475192504253982,1.2524832042520273,1.2524830443102075
12,6.697478373651989,0.026711471489114805,0.003628416045103222,22.599179984434997,0.00022077999999999996,1.2470257623571943,1.2470264549106445,1.2470263499495067,1.2470260141491054,1.2529775130900729,1.252977262403797
13,6.699055620083691,0.026717412700962718,0.0033663749927654862,22.59176462331291,0.0002407599999999999,1.246487842421352,1.246488887192357,1.2464887285617,1.2464882221559148,1.253516695378146,1.2535163169911077
14,6.700775974402677,0.026723843443328107,0.0033591659739613533,22.58368541257267,0.00026074,1.2459053380250582,1.245906864731358,1.2459066324711223,1.2459058927911366,1.2541007899760672,1.2541002367350853
15,6.7026395372463465,0.02673076289128563,0.0035116670187562704,22.574947713079265,0.00028071999999999993,1.2452782561914688,1.2452804269772955,1.2452800960437145,1.2452790448196118,1.2547298400031162,1.254729052912824
16,6.704646419850825,0.026738170158085037,0.0033936669933609664,22.56554447561771,0.0003007,1.2446066028216678,1.24460961717387,1.2446091566429027,1.2446076977387333,1.2554038926002113,1.2554027990523677
17,6.706796743033205,0.026746064296174717,0.003586374979931861,22.555497040506836,0.00032068000000000005,1.2438903826186896,1.243894482306033,1.2438938545108595,1.243891871489122,1.2561229991308567,1.2561215109623958
18,6.709090637548063,0.02675444429779831,0.003402208036277443,22.544796826827117,0.00034066,1.2431295986526938,1.2431350731989703,1.2431342327893191,1.2431315864152925,1.256887215286306,1.2568852267823003
19,6.711528244467607,0.026763309094538494,0.0034819169668480754,22.533443484397555,0.00036063999999999996,1.242324252303805,1.2423314445539901,1.2423303375408443,1.2423268631839712,1.257696601152458,1.2576939869580028
20,6.714109715225467,0.02677265755540158,0.0032682910095900297,22.52144315782047,0.0003806199999999999,1.2414743433000457,1.2414836551382975,1.2414822178904277,1.2414777228391942,1.2585512211321117,1.2585478341148248
21,6.716835211269519,0.026782488491350728,0.00341354199917987,22.508800187613712,0.0004006,1.2405798690200667,1.2405917674895148,1.240589925647493,1.2405841863858609,1.2594511444538306,1.2594468133915095
22,6.719704905559918,0.026792800648575647,0.003518084005918354,22.49551433337953,0.00042057999999999993,1.2396408251283377,1.2396558485026798,1.2396535158278266,1.2396462751645916,1.2603964446711076,1.2603909718781863
23,6.722718980793079,0.026803592714632653,0.003508874971885234,22.481601850956913,0.0004405599999999999,1.2386572047505675,1.238675968862062,1.2386730460232955,1.2386640101937179,1.261387200435645,1.2613803592838275
24,6.725877631546261,0.02681486331097592,0.003686583018861711,22.46705238121617,0.00046053999999999995,1.2376289989801788,1.2376522038037383,1.2376485771683938,1.2376374129623762,1.262423494639292,1.2624150271449717
25,6.729181062182508,0.026826610996615905,0.0037967919488437474,22.451868217466398,0.0004805199999999999,1.236556196458134,1.236584632710301,1.2365801730290817,1.2365665048280507,1.2635054150572707,1.263495029297937
26,6.732629488281901,0.026838834263355288,0.003584249992854893,22.436070457219866,0.0005005,1.2354387838373848,1.2354733394901054,1.2354679004506788,1.235451307166685,1.264633054171769,1.264620421483159
27,6.7362231355104765,0.02685153154228004,0.0036085000028833747,22.41964771653198,0.00052048,1.2342767443921878,1.234318412239829,1.2343118291305375,1.234291841319235,1.2658065094002413,1.2657912618170588
28,6.739962241756429,0.026864701199093278,0.003452375007327646,22.40261262318294,0.00054046,1.2330700591924402,1.233119943213929,1.2331120314468278,1.233088128214558,1.2670258832382135,1.2670076106423693
29,6.743847056101339,0.02687834152784142,0.003321833035442978,22.384967401158075,0.00056044,1.2318187069751851,1.2318780297348688,1.2318685832331968,1.2318401892258897,1.2682912825684025,1.2682695297694657
30,6.747877837202995,0.026892450758111492,0.003591874963603914,22.366710490749416,0.0005804199999999999,1.2305226635129327,1.2305927732561595,1.2305815628734496,1.2305480452914144,1.269602819553321,1.2695770834329316
31,6.752054855907442,0.0269070270486595,0.0032651660148985684,22.347856104968738,0.0006004,1.2291819021259696,1.2292642799629243,1.229251051792548,1.2292117173828967,1.2709606111037677,1.2709303376682117
32,6.756378393595242,0.026922068488029905,0.0033811249886639416,22.32840532079207,0.00062038,1.227796393492731,1.2278926606176115,1.2278771343283275,1.2278312264235742,1.2723647790062012,1.2723293604017534
33,6.760848743624936,0.02693757309337461,0.0033160829916596413,22.30836246035939,0.00064036,1.2263661054670876,1.2264780307279484,1.2264598977117938,1.2264065932815595,1.273815450029737,1.2737742213751886
34,6.765466209262232,0.02695353880859645,0.0036242500063963234,22.287723951572193,0.00066034,1.2248910032863611,1.2250205105261147,1.2249994320454578,1.2249378387345802,1.2753127557739972,1.2752649922497563
35,6.770231104471962,0.026969963502120088,0.003396832966245711,22.266522434096924,0.0006803200000000001,1.2233710497210857,1.223520225043467,1.223495830268397,1.2234249836314717,1.2768568328422985,1.2768017462258827
36,6.7751437544083455,0.026986844965203823,0.0034298329846933484,22.244734285057547,0.0007003,1.2218062049514513,1.2219773042533157,1.2219491883188087,1.2218680488420637,1.278447822600268,1.2783845582092863
37,6.780204494847629,0.0270041809151145,0.0034015420242212713,22.22238491646669,0.00072028,1.2201964261118108,1.2203918826913396,1.22035960454766,1.220267054968198,1.2800858718126866,1.2800135050495018
38,6.785413673577415,0.02702196898576495,0.0036275829770602286,22.199465413837935,0.00074026,1.2185416682321248,1.218764100240282,1.2187271806014772,1.2186220231647118,1.281771131446027,1.281688664686008
39,6.790771647758978,0.02704020673212502,0.003564167011063546,22.175988808900037,0.00076024,1.216841883518322,1.2170941015933359,1.2170520206492184,1.216932974377541,1.2835037577362123,1.283410116821582
40,6.796278786011914,0.02705889162798441,0.003640291979536414,22.151964511559257,0.0007802200000000001,1.215097021386623,1.2153820363772452,1.215334231491859,1.2151999295566294,1.285283912021726,1.285177942717606
41,6.801935468135938,0.027078021060988673,0.0034558330080471933,22.12738652961293,0.0008002,1.2133070289790355,1.2136280594233493,1.2135739227737583,1.2134229098969918,1.2871117603153448,1.28699222495918
