iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4
0,2.3294956524381583,0.04093939782925032,2.1330716719385237,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,2.3294956524381583,0.040939437767923595,1.9815473679918796,13.467552892894108,9.999999999999972e-07,1.887351087700351,1.8873455924666456,1.8873455924667986,1.8873455924666425,1.8873455924667315
2,2.329496758306615,0.0409395494722192,1.8101193788461387,8.144637608260396,2.980000000000002e-06,1.8873590712569694,1.8873374233999414,1.8873373946132026,1.8873377878346145,1.8873387177192593
3,2.329499952876372,0.0409397403887849,0.01338086905889213,8.144732894244408,4.960000000000007e-06,1.887372309062989,1.8873237779837604,1.8873237313642242,1.8873249062457838,1.8873263069662574
4,2.3295053662882874,0.040940011017853974,0.013659157091751695,8.144907027358297,6.939999999999998e-06,1.887390826207673,1.8873046435839473,1.8873045991760635,1.8873068977362437,1.8873082974248734
5,2.3295130073495036,0.04094036155427987,0.01347150607034564,8.145154854874136,8.919999999999989e-06,1.887414640123342,1.8872800165730195,1.887279997273927,1.88728372445127,1.8872846717290361
6,2.329522878742459,0.04094079208351933,0.013666764833033085,8.145470950500485,1.0899999999999994e-05,1.8874437634097931,1.8872498963534639,1.8872499258520343,1.8872553583201375,1.8872554261465173
7,2.329534981092116,0.04094130263936865,0.01340137212537229,8.145864961347863,1.2879999999999999e-05,1.887478205726191,1.8872142836337433,1.8872143855376833,1.8872217776839928,1.8872205625763834
8,2.3295493141061847,0.04094189322850635,0.01341344602406025,8.146315578129867,1.4860000000000003e-05,1.8875179750129032,1.887173179687199,1.8871733769865657,1.8871829650526695,1.8871800856370693
9,2.32956587705037,0.040942563840988,0.013360248180106282,8.146844713787656,1.6840000000000008e-05,1.8875630780512822,1.8871265860693671,1.8871269009841545,1.8871389057417527,1.8871340014606908
10,2.329584668924489,0.04094331445730042,0.01336591993458569,8.147438807964116,1.8819999999999986e-05,1.887613520774348,1.8870745044579635,1.8870749582658621,1.8870895870435729,1.8870823171022335
11,2.329605688620109,0.040944145052989246,0.01325087295845151,8.14810278452121,2.079999999999999e-05,1.8876693084114182,1.8870169365586968,1.8870175494045007,1.8870349976935912,1.8870250401985782
12,2.329628935033545,0.04094505559928662,0.013182800961658359,8.148837228005378,2.2779999999999995e-05,1.8877304457357293,1.8869538840291162,1.8869546750198973,1.886975127495785,1.8869621787768365
13,2.329654407032169,0.040946046067837305,0.0132010318338871,8.14965777071354,2.476e-05,1.8877969369630276,1.8868853484548376,1.8868863352269214,1.886909967193452,1.886893741173759
14,2.329682103642321,0.04094711642648388,0.013150840997695923,8.150525344763858,2.6740000000000005e-05,1.887868785982879,1.886811331364803,1.8868125304675454,1.886839508187043,1.8868197359856922
15,2.3297120238330664,0.04094826664660383,0.01334066316485405,8.15147737882351,2.8719999999999996e-05,1.8879459962736005,1.8867318340862098,1.8867332605600171,1.8867637424537922,1.8867401719467238
16,2.329744166816332,0.04094949669848555,0.013305008877068758,8.152498449395097,3.07e-05,1.8880285710000968,1.8866468578076752,1.8866485254508252,1.8866826624656912,1.8866550579559114
17,2.329778531841811,0.040950806554118736,0.013293844880536199,8.153595408676754,3.2680000000000006e-05,1.8881165128889752,1.8865564035858393,1.88655832481501,1.886596261182829,1.88656440309527
18,2.329815118323867,0.04095219618747971,0.01323552313260734,8.154766588106256,3.466000000000001e-05,1.888209824398433,1.8864604722769234,1.8864626580520019,1.8865045319503024,1.8864682165427693
19,2.3298539258286044,0.04095366557633248,0.013217693893238902,8.15600464709427,3.664e-05,1.888308507484857,1.8863590645506865,1.8863615241459624,1.8864074684783492,1.8863665076584981
20,2.329894954173995,0.04095521469848152,0.01335146906785667,8.15730800952288,3.8620000000000006e-05,1.8884125638586178,1.88625218090852,1.8862549221929084,1.8863050647983322,1.8862592858833902
21,2.3299382032388065,0.040956843535309484,0.01326205488294363,8.158687497462683,4.0600000000000004e-05,1.8885219949515575,1.8861398216223615,1.886142850760125,1.8861973152862834,1.886146560786802
22,2.3299836731241848,0.040958552071677326,0.013336393982172012,8.160146228583018,4.2579999999999996e-05,1.8886368017000477,1.8860219867567944,1.8860253081799045,1.88608421458996,1.8860283421036832
23,2.330031364163355,0.040960340292384316,0.013284308137372136,8.161662539794412,4.4559999999999993e-05,1.8887569848335497,1.8858986761857695,1.8859022928765201,1.8859657576167117,1.8859046397283918
24,2.3300812767507626,0.040962208188344895,0.013547023059800267,8.163266516722887,4.654e-05,1.8888825446643225,1.8857698895213373,1.8857738025447284,1.8858419395678367,1.8857754636503372
25,2.3301334116136503,0.04096415575334021,0.013333247974514961,8.164935046428477,4.8519999999999996e-05,1.8890134811447614,1.8856356261981189,1.8856398344924257,1.8857127559556501,1.8856408240612332
26,2.3301877696821274,0.04096618298432248,0.013271426083520055,8.166679917167972,5.05e-05,1.8891497938788566,1.885495885379393,1.885500385853024,1.8855782024973013,1.8855007312696483
27,2.3302443520882634,0.04096828987953407,0.013171806000173092,8.168511883763934,5.2480000000000006e-05,1.8892914820689524,1.885350666007073,1.8853554538770565,1.885438275114715,1.8853551957838992
28,2.3303031600989956,0.04097047644193023,0.013175413943827152,8.1703970251831,5.4460000000000004e-05,1.8894385445479929,1.8851999668226327,1.8852050352092682,1.885292969956459,1.8852042282992285
29,2.330364195256734,0.040972742678650746,0.013162235962226987,8.172368271769917,5.644000000000001e-05,1.889590979900349,1.885043786298182,1.8850491258746929,1.885142283453622,1.885047839684028
30,2.3304274593536713,0.04097508859371083,0.013162271119654179,8.174410265006214,5.842e-05,1.8897487864379803,1.8848821227621289,1.884887722687039,1.8849862121040035,1.8848860410775437
31,2.330492954119782,0.040977514201910537,0.013247043825685978,8.176518228406465,6.04e-05,1.8899119619272544,1.8847149742416953,1.8847208210227393,1.8848247527204551,1.8847188437088467
32,2.3305606818253986,0.04098001951837497,0.013195973820984364,8.178719385374773,6.238000000000001e-05,1.8900805038199104,1.8845423385160536,1.8845484164572917,1.8846579023069274,1.8845462590483442
33,2.330630644834575,0.040982604564979486,0.013109215069562197,8.18098819544019,6.436e-05,1.8902544093508715,1.884364213183537,1.8843705033223601,1.884485658032799,1.8843682988636454
34,2.3307028458725982,0.04098526936068274,0.013289988972246647,8.183326236966888,6.634e-05,1.890433675437291,1.8841805955698705,1.884187077005384,1.8843080171949755,1.88418497501156
35,2.3307772876003425,0.04098801393026038,0.0133345618378371,8.185750517534059,6.832000000000001e-05,1.8906182984121218,1.883991482832313,1.883998132186427,1.8841249772626365,1.8839962997165878
36,2.3308539730332214,0.040990838300894186,0.01315554603934288,8.188235253827033,7.03e-05,1.8908082744124868,1.8837968719033882,1.8838036632145012,1.8839365358886435,1.883802285417304
37,2.3309329053559464,0.040993742507069726,0.014932655030861497,8.190825451091948,7.228e-05,1.8910035991091623,1.8835967593905274,1.8836036636908955,1.8837426908389068,1.883602944750888
38,2.3310140881442782,0.040996726587492496,0.01347739016637206,8.193474643486685,7.426e-05,1.891204267854236,1.8833911417576699,1.8833981264097093,1.8835434401447706,1.8833982906889675
39,2.331097525244075,0.040999790576322345,0.013472836930304766,8.196203783350587,7.624e-05,1.891410275990103,1.883180015236157,1.8831870451569959,1.8833387817865521,1.8831883364338877
40,2.3311832203539544,0.04100293451328244,0.013358383905142546,8.199008922696425,7.822e-05,1.89162161820936,1.8829633759388331,1.882970413039904,1.8831287139256534,1.8829730955991637
41,2.3312711775245836,0.04100615844903082,0.013313530012965202,8.201914941117657,8.020000000000001e-05,1.8918382888503293,1.8827412195136999,1.8827482218442582,1.8829132349038382,1.8827525818196167
42,2.331361401331025,0.04100946243330543,0.013430170947685838,8.204877114854352,8.218e-05,1.8920602821134418,1.8825135415502379,1.8825204632639572,1.88269234323001,1.8825268091219003
43,2.331453896387379,0.041012846521482786,0.013400554191321135,8.20794120852108,8.416000000000001e-05,1.8922875914876536,1.8822803373687602,1.8822871287797007,1.8824660374150075,1.8822957918716317
44,2.3315486676541637,0.041016310768334174,0.0131672159768641,8.211070987212949,8.614e-05,1.8925202102773688,1.8820416021532187,1.8820482099663463,1.8822343160481652,1.8820595448055435
45,2.3316457201433978,0.041019855236948954,0.01319108298048377,8.214281918321504,8.812e-05,1.8927581316112274,1.8817973308612614,1.8818036969864147,1.8819971778531757,1.8818180828605942
